9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
12	42	When this happens, the person may "see stars," even though no light is entering the eye, because any impulses reaching the visual cortex are interpreted as light.	When this happens, it is possible to “see the stars” even if the light does not enter the eye, because any impulses that reach the visual cortex are interpreted as light.
12	43	Receptors respond only to specific stimuli, and the brain typically creates the correct sensation for that particular stimulus.	Receptors only respond to certain stimuli, and the brain usually produces the correct feeling for that particular stimulus.
12	44	The brain must prioritize the sensory input it receives, or incoming unimportant information would be overwhelming.	The brain must prioritize the sensory input it receives, otherwise the unimportant information arriving will be startling.
12	45	For example, until this sentence prompts you to think about it, you are probably unaware of the pressure of your clothing against your skin, or thebackground noise in the room.	For example, until this suggestion gets you thinking, you are probably not aware of the pressure of your clothing on your skin or background noise.
12	46	This ability to ignore unimportant stimuli is called sensory adaptation .	This ability to ignore unimportant stimuli is called sensory adaptation.
12	47	It may reflect a decreased response to a particular stimulus from the receptors or along the CNS pathways leading to the sensory regions of the cerebral cortex .	This may reflect a diminished response to a specific stimulus from receptors or along CNS pathways, leading to sensory areas of the cerebral cortex.
12	48	Once adaptation to a particular stimulus occurs, a sensation will occur only if the strength of the stimulus changes.	As soon as an adaptation to a certain stimulus occurs, he only feels a change in the strength of the stimulus.
12	49	General senses are those whose sensory receptors are widespread, associated with the skin, muscles, joints, and viscera.	General senses are those whose sensory receptors are enlarged and associated with the skin, muscles, joints, and intestines.
12	50	These senses can be divided into three groups: The senses of touch and pressure derive from three types of receptors .	These senses can be divided into three groups: the senses of touch and pressure come from three types of receptors.
12	51	As a group, these receptors respond to mechanical forces that deform or displace tissues.	As a group, these receptors respond to mechanical forces that deform or push tissues.
12	52	The touch and pressure receptors include the following: Temperature receptors include two groups of free nerve endings in the skin.	Touch and pressure receptors include the following: Temperature receptors include two groups of free nerve endings in the skin.
12	53	Those that respond to warmer temperatures are warm receptors, and those that respond to colder temperatures are cold receptors.	Those that respond to higher temperatures are warm receptors, and those that respond to lower temperatures are cold receptors.
12	54	The warm receptors are most sensitive to temperatures above 25C 25C 77F and become unresponsive at temperatures above 45C .45C	Warm receptors are most sensitive to temperatures above 25–25 ° C and do not respond at temperatures above 45–45 ° C.
12	55	113F. Temperatures near and above 45degC also trigger pain receptors, producing a burning sensation.	113F. Temperatures close to 45 ° C and above also cause pain receptors and burning sensations.
